Rk,Player,Nation,Pos,Goals,Shots,SoT,G/Sh,G/SoT,
407,Mohamed Camara,MLI,MF,0,1.04,0.32,0,0,
408,Ousmane Camara,GUI,FWMF,0,3.33,0,0,0,
409,Ousmane Camara,FRA,DF,0,0,0,0,0,
410,Eduardo Camavinga,FRA,MFDF,0,1.18,0.1,0,0,
411,Nicolò Cambiaghi,ITA,FWMF,2,2.93,1.03,0.12,0.33,
412,Andrea Cambiaso,ITA,DF,0,0.55,0.08,0,0,
413,Axel Camblan,FRA,FWMF,0,1.25,1.25,0,0,
414,Sergio Camello,ESP,FW,5,2.58,0.75,0.12,0.42,
415,Chem Campbell,WAL,FWMF,0,2.5,0,0,0,
416,Emre Can,GER,MF,0,0.62,0,0,0,
417,Sergio Canales,ESP,FWMF,3,1.54,0.49,0.12,0.38,
418,Matteo Cancellieri,ITA,FW,0,1.74,0.43,0,0,
419,João Cancelo,POR,DF,2,1.2,0.21,0.12,0.67,
420,João Cancelo,POR,DFFW,0,0.67,0,0,0,
421,Antonio Candreva,ITA,DFMF,2,1.28,0.5,0.09,0.22,
422,Thomas Cannon,IRL,FW,0,3.33,3.33,0,0,
423,Sergi Canós,ESP,FWDF,0,1.11,0,0,0,
424,Ander Capa,ESP,MFFW,0,0,0,0,0,
425,Pierrick Capelle,FRA,MFDF,0,1.1,0.55,0,0,
426,Étienne Capoue,FRA,MF,0,1.08,0.38,0,0,
427,Gianluca Caprari,ITA,MFFW,4,2.24,0.54,0.09,0.38,
428,Francesco Caputo,ITA,FW,1,1.56,0.41,0.05,0.2,
429,Francesco Caputo,ITA,FWMF,1,2.46,0.77,0.06,0.2,
430,Maxence Caqueret,FRA,MF,1,0.98,0.43,0.06,0.14,
431,Andrea Carboni,ITA,DF,0,0.53,0.53,0,0,
432,Valentin Carboni,ITA,MFFW,0,0,0,0,0,
433,Isaac Carcelen,ESP,DF,0,0.34,0.09,0,0,
434,Irvin Cardona,FRA,FWMF,0,1.54,0.77,0,0,
435,Irvin Cardona,FRA,MF,0,1.67,0,0,0,
436,Igor Carioca,BRA,FW,0,0,0,0,0,
437,Carlos,BRA,DF,4,1.28,0.46,0.16,0.44,
438,Diego Carlos,BRA,DF,0,2,0,0,0,
439,Juan Carlos,ESP,GK,0,0,0,0,0,
440,José Carlos Lazo,ESP,MFFW,0,10,5,0,0,
441,José Carlos Lazo,ESP,MFFW,1,2.86,0.71,0.25,1,
442,Carmona,ESP,MF,1,1.38,1.03,0.25,0.33,
443,Carmona,ESP,DF,2,0.85,0.34,0.4,1,
444,Marco Carnesecchi,ITA,GK,0,0,0,0,0,
445,Yannick Carrasco,BEL,DFMF,1,2.59,0.83,0.04,0.11,
446,Dani Carvajal,ESP,DF,0,0.5,0,0,0,
447,Fabio Carvalho,POR,MFFW,2,2.97,1.08,0.18,0.5,
448,Matis Carvalho,POR,GK,0,0,0,0,0,
449,William Carvalho,POR,MF,2,0.93,0.33,0.14,0.4,
450,Nicolò Casale,ITA,DF,1,0.48,0.14,0.14,0.5,
451,Casemiro,BRA,MF,2,1.24,0.36,0.12,0.4,
452,Casemiro,BRA,MF,0,0,0,0,0,
453,Matty Cash,POL,DF,0,0.53,0.08,0,0,
454,Timothy Castagne,BEL,DF,1,0.54,0.15,0.09,0.33,
455,Michele Castagnetti,ITA,MF,0,0.79,0.13,0,0,
456,Koen Casteels,BEL,GK,0,0,0,0,0,
457,Valentín Castellanos,ARG,FW,4,2.62,0.71,0.07,0.25,
458,Jean-Charles Castelletto,CMR,DF,0,0.37,0.12,0,0,
459,Samu Castillejo,ESP,FW,3,2.71,0.75,0.1,0.38,
460,Jonny Castro,ESP,DF,0,0.71,0.09,0,0,
461,Gaetano Castrovilli,ITA,MF,0,3.33,0,0,0,
462,Danilo Cataldi,ITA,MF,0,0.39,0.06,0,0,
463,Catena,ESP,DF,1,0.26,0.16,0.2,0.33,
464,Yoann Cathline,FRA,FWMF,1,2.79,1.15,0.06,0.14,
465,Maximiliano Caufriez,BEL,DF,0,0.39,0.13,0,0,
466,Edinson Cavani,URU,FW,5,2.19,0.67,0.13,0.43,
467,Dani Ceballos,ESP,MF,0,0.95,0.32,0,0,
468,Federico Ceccherini,ITA,DF,1,0.43,0.09,0.2,1,
469,Assan Ceesay,GAM,FW,3,2.33,0.39,0.13,0.75,
470,Emil Ceide,NOR,FW,0,0.57,0,0,0,
471,Zeki Çelik,TUR,DF,0,0.36,0.09,0,0,
472,Fabien Centonze,FRA,DF,0,0.61,0,0,0,
473,Franco Cervi,ARG,MF,0,1.16,0.27,0,0,
474,Julio César Enciso,PAR,FWMF,0,5.33,4,0,0,
475,Leonardo César Jardim,BRA,GK,0,0,0,0,0,
476,Julian Chabot,GER,DF,0,0.74,0,0,0,
477,Florian Chabrolle,FRA,MF,0,0.56,0.28,0,0,
478,El Chadaille Bitshiabu,FRA,DF,0,0,0,0,0,
479,Fares Chaïbi,FRA,FWMF,4,1.91,0.66,0.14,0.4,
480,Nathaniel Chalobah,ENG,MF,0,10,10,0,0,
481,Trevoh Chalobah,ENG,DF,0,0.46,0.09,0,0,
482,Calum Chambers,ENG,DFMF,0,0.83,0,0,0,
483,Timothy Chandler,USA,DF,0,0,0,0,0,
484,Gaëtan Charbonnier,FRA,FWMF,1,2.5,0.36,0.14,1,
485,Brendan Chardonnet,FRA,DF,0,0.46,0.06,0,0,
486,Xavier Chavalerin,FRA,MF,2,1.07,0.53,0.13,0.25,
487,Pep Chavarría,ESP,FWDF,0,0,0,0,0,
488,Rayan Cherki,FRA,MFFW,2,3.9,1.3,0.07,0.2,
489,Ilyes Cheti,ALG,DF,0,0,0,0,0,
490,Lucas Chevalier,FRA,GK,0,0,0,0,0,
491,Fabio Chiarodia,ITA,DF,0,0,0,0,0,
492,Federico Chiesa,ITA,DFFW,0,1.85,0,0,0,
493,Ben Chilwell,ENG,DFMF,1,0.6,0.2,0.33,1,
494,Vlad Chiriche?,ROU,DF,0,0,0,0,0,
495,Pedro Chirivella,ESP,MF,0,0.79,0.28,0,0,
496,Joris Chotard,FRA,MF,0,0.28,0,0,0,
497,Andreas Christensen,DEN,DF,0,0.38,0.25,0,0,
498,Oliver Christensen,DEN,GK,0,0,0,0,0,
499,Ryan Christie,SCO,MFFW,1,1.48,0.43,0.06,0.2,
500,Carney Chukwuemeka,ENG,MFFW,0,1.82,0.45,0,0,
501,Samuel Chukwueze,NGA,FWMF,1,2.14,0.54,0.04,0.17,
502,Darko Churlinov,MKD,FW,0,0,0,0,0,
503,Víctor Chust,ESP,DF,1,0.11,0.11,1,1,
504,Tolga Ciðerci,TUR,MF,0,2,2,0,0,
505,Yanis Cimignani,FRA,MFDF,0,1.94,0.65,0,0,
506,Daniel Ciofani,ITA,FW,3,2.69,1.15,0.14,0.33,
507,Tio Cipot,SVN,DFFW,0,1.67,1.67,0,0,
508,Pathé Ciss,SEN,MFDF,1,1.57,0.39,0.06,0.25,
509,Souleymane Cissé,FRA,DF,0,2.5,0,0,0,
510,Patrick Ciurria,ITA,DFMF,3,1.67,0.58,0.13,0.38,
511,Bobby Clark,ENG,MF,0,0,0,0,0,
512,Alexis Claude-Maurice,FRA,FW,0,2.86,0,0,0,
513,Alexis Claude-Maurice,FRA,MFFW,2,1.8,0.8,0.22,0.5,
514,Jonathan Clauss,FRA,DF,1,1.76,0.44,0.04,0.14,
515,Carlos Clerc,ESP,DFMF,0,0.38,0.23,0,0,
516,Nathaniel Clyne,ENG,DF,0,0,0,0,0,
517,Conor Coady,ENG,DF,1,0.16,0.11,0.33,0.5,
518,Marcus Coco,FRA,DFFW,1,1.56,0.31,0.2,1,
519,Alexandre Coeff,FRA,DF,0,0.15,0,0,0,
520,Jack Colback,ENG,MF,0,0,0,0,0,
521,Séamus Coleman,IRL,DF,0,0.32,0,0,0,
522,David ?olina,CRO,DFMF,1,1.43,1.43,1,1,
523,Álex Collado,ESP,MF,1,1.83,0.83,0.09,0.2,
524,Diego Collado,ESP,FW,0,0,0,0,0,
525,Omar Colley,GAM,DF,1,0.39,0.26,0.17,0.25,
526,Nathan Collins,IRL,DF,0,0.06,0,0,0,
527,Lorenzo Colombo,ITA,FW,4,2.55,0.82,0.14,0.44,
528,Andrea Colpani,ITA,MF,2,2.26,0.57,0.17,0.67,
529,Levi Colwill,ENG,DF,0,0.2,0,0,0,
530,Kingsley Coman,FRA,FWMF,4,3.13,0.84,0.15,0.57,
531,Eray Cömert,SUI,DF,1,0.54,0.34,0.13,0.2,
532,Santi Comesaña,ESP,MF,1,0.97,0.16,0.08,0.5,
533,Andrea Consigli,ITA,GK,0,0,0,0,0,
534,Abdu Conté,POR,DF,1,0.22,0.11,0.5,1,
535,Andrea Conti,ITA,DF,0,0,0,0,0,
536,Lewis Cook,ENG,MF,0,0.3,0,0,0,
537,Steve Cook,ENG,DF,0,0.28,0,0,0,
538,Liam Cooper,SCO,DF,1,0.73,0.16,0.11,0.5,
539,Copete,ESP,DF,0,0.28,0,0,0,
540,Diego Coppola,ITA,DF,0,0.43,0,0,0,
541,Francis Coquelin,FRA,MF,1,0.76,0.13,0.17,1,
542,Sébastien Corchia,FRA,DFMF,0,0.34,0.17,0,0,
543,Maxwel Cornet,CIV,FW,0,4,1,0,0,
544,Jesús Corona,MEX,FW,0,0,0,0,0,
545,Ángel Correa,ARG,MFFW,5,3.19,1.21,0.17,0.45,
546,Joaquín Correa,ARG,FW,3,1.88,1.04,0.33,0.6,
547,Thierry Correia,POR,DF,0,0.26,0,0,0,
548,Alessandro Cortinovis,ITA,MF,0,0,0,0,0,
549,Danny da Costa,GER,DF,0,0.74,0,0,0,
550,David Pereira da Costa,POR,MFFW,1,1.75,0.51,0.04,0.14,
551,Diego Costa,ESP,FW,0,2.92,0.97,0,0,
552,Jaume Costa,ESP,DF,0,0.49,0.3,0,0,
553,Logan Costa,CPV,DF,0,0,0,0,0,
554,Nuno da Costa,CPV,FWMF,3,2.11,0.78,0.11,0.3,
555,Samu Costa,POR,MF,1,0.71,0.39,0.11,0.2,
556,Benoît Costil,FRA,GK,0,0,0,0,0,
557,Vladimír Coufal,CZE,DF,0,0.35,0,0,0,
558,Lassana Coulibaly,MLI,MF,1,0.46,0.17,0.13,0.33,
559,Tanguy Coulibaly,FRA,DFFW,0,0,0,0,0,
560,Thibaut Courtois,BEL,GK,0,0,0,0,0,
561,Mathieu Coutadeur,FRA,MF,0,0.18,0,0,0,
562,Philippe Coutinho,BRA,MFFW,0,2.41,0.76,0,0,
563,Yan Couto,BRA,DFMF,0,0.66,0,0,0,
564,Conor Coventry,IRL,MFFW,0,0,0,0,0,
565,Nicolas Cozza,FRA,DF,2,0.49,0.28,0.29,0.5,
566,Aaron Cresswell,ENG,DF,0,0.41,0.06,0,0,
567,Bryan Cristante,ITA,MF,1,0.88,0.15,0.06,0.33,
568,Domen ?rnigoj,SVN,MFFW,0,0,0,0,0,
569,Juan Cruz Armada,ESP,DF,0,0.07,0,0,0,
570,Juan Cruz,ESP,FW,1,2.63,1.05,0.2,0.5,
571,Juan Cuadrado,COL,DFFW,0,1.53,0.42,0,0,
572,Marc Cucurella,ESP,DF,0,0.4,0,0,0,
573,Jorge Cuenca,ESP,DF,0,0.5,0,0,0,
574,Braian Cufré,ARG,DF,0,1.25,0,0,0,
575,Mickaël Cuisance,FRA,MF,0,0,0,0,0,
576,Matheus Cunha,BRA,FW,0,2.14,0.71,0,0,
577,Matheus Cunha,BRA,FWMF,0,2.86,1.9,0,0,
578,Curro,ESP,MF,0,2,2,0,0,
579,Marco D'Alessandro,ITA,DFFW,0,1.25,0.31,0,0,
580,Danilo D'Ambrosio,ITA,DF,0,0,0,0,0,
581,Luca D'Andrea,ITA,FW,0,2,0.86,0,0,
582,Damien Da Silva,FRA,DF,0,0.53,0,0,0,
583,Moanes Dabbur,ISR,FW,5,2.33,2,0.36,0.42,
584,Colin Dagba,FRA,DF,0,0.32,0,0,0,
585,Finn Dahmen,GER,GK,0,0,0,0,0,
586,Mahmoud Dahoud,GER,MF,0,1.82,0,0,0,
587,Patson Daka,ZAM,FW,3,2.44,1.41,0.16,0.27,
588,Thijs Dallinga,NED,FW,7,2.01,1.12,0.26,0.47,
589,Diogo Dalot,POR,DF,0,0.99,0.28,0,0,
590,Muhammed Damar,GER,MF,0,0.63,0,0,0,
591,Mikkel Damsgaard,DEN,MFFW,0,1.25,0.94,0,0,
592,Flavius Daniliuc,AUT,DF,0,0.43,0.26,0,0,
593,Flavius Daniliuc,AUT,DF,0,0,0,0,0,
594,Danilo,BRA,MF,0,1,0,0,0,
595,Danilo,BRA,DF,2,0.75,0.1,0.13,1,
596,Arnaut Danjuma,NED,FW,0,0,0,0,0,
597,Arnaut Danjuma,NED,FW,2,2.08,0.75,0.09,0.25,
598,Kevin Danso,AUT,DF,1,0.59,0.05,0.08,1,
599,Dante,BRA,DF,1,0.5,0.14,0.09,0.33,
600,Márton Dárdai,GER,DF,0,0.5,0,0,0,
601,Sergi Darder,ESP,MF,2,1.02,0.25,0.1,0.4,
602,Achraf Dari,MAR,DF,1,0.4,0.2,0.25,0.5,
603,Vladimír Darida,CZE,MF,0,0,0,0,0,
604,Matteo Darmian,ITA,DF,1,0.27,0.09,0.33,1,
605,Josh Dasilva,ENG,MF,3,1.17,0.45,0.23,0.6,
606,Jonathan David,CAN,FW,12,3.13,1.38,0.16,0.37,
607,Alphonso Davies,CAN,DF,0,0.52,0.19,0,0,
608,Ben Davies,WAL,DF,2,0.63,0.25,0.2,0.5,
609,Tom Davies,ENG,MF,0,1.3,0.22,0,0,
610,Pawe? Dawidowicz,POL,DF,1,0.84,0.24,0.14,0.5,
611,Craig Dawson,ENG,DF,0,0.75,0.13,0,0,
612,Craig Dawson,ENG,DF,1,1,0.5,0.5,1,
613,Kevin De Bruyne,BEL,MF,3,2.64,0.9,0.06,0.19,
614,Charles De Ketelaere,BEL,MFFW,0,1.54,0.38,0,0,
615,Manuel De Luca,ITA,FW,0,0,0,0,0,
616,Rodrigo De Paul,ARG,MF,1,0.82,0.31,0.13,0.33,
617,Mattia De Sciglio,ITA,DF,0,0.6,0,0,0,
618,Lorenzo De Silvestri,ITA,DF,0,0.69,0.34,0,0,
619,Thibault De Smet,BEL,DF,0,0,0,0,0,
620,Koni De Winter,BEL,DF,0,0,0,0,0,
621,Grégoire Defrel,MTQ,FW,1,1.56,1.11,0.14,0.2,
622,Duccio Degli Innocenti,ITA,MF,0,0,0,0,0,
623,Brecht Dejaegere,BEL,MF,4,1.28,0.45,0.24,0.67,
624,Romain Del Castillo,FRA,FWMF,4,2.5,1.03,0.06,0.14,
625,Alberto Del Moral,ESP,MF,0,0,0,0,0,
626,Thomas Delaine,FRA,DF,0,0.38,0.25,0,0,
627,Thomas Delaney,DEN,MF,0,0.88,0.29,0,0,
628,Thomas Delaney,DEN,MF,0,0.63,0,0,0,
629,Sacha Delaye,FRA,FWMF,1,10,5,0.5,1,
630,Fran Delgado,ESP,DF,0,0,0,0,0,
631,Andy Delort,ALG,FW,6,2.64,0.92,0.13,0.38,
632,Andy Delort,ALG,FW,0,3.33,0,0,0,
633,Karamoko Dembele,SCO,FWMF,0,2.86,1.43,0,0,
634,Moussa Dembélé,FRA,FWMF,2,2.94,1.18,0.1,0.25,
635,Ousmane Dembélé,FRA,FW,5,3.2,1.15,0.13,0.36,
636,Siriki Dembélé,CIV,FWMF,0,1.67,1.67,0,0,
637,Siriki Dembélé,CIV,FW,0,0,0,0,0,
638,Merih Demiral,TUR,DF,1,0.37,0.07,0.2,1,
639,Kerem Demirbay,GER,MF,3,1.7,0.3,0.18,1,
640,Ermedin Demirovi?,BIH,FWMF,7,2.63,1.08,0.14,0.33,
641,Diego Demme,GER,MF,0,0,0,0,0,
642,Sepp van den Berg,NED,DF,0,0.83,0,0,0,
643,Branco van den Boomen,NED,MF,5,1.78,0.75,0.03,0.06,
644,Leander Dendoncker,BEL,MF,0,0.26,0,0,0,
645,Leander Dendoncker,BEL,MF,0,1.25,0.83,0,0,
646,Emmanuel Dennis,NGA,FW,1,2.44,0.44,0.09,0.5,
647,Fabio Depaoli,ITA,DF,2,0.92,0.31,0.17,0.5,
648,Fabio Depaoli,ITA,DFMF,0,1.33,0,0,0,
649,Kastriot Dermaku,ALB,DF,0,0,0,0,0,
650,Halil Derviþoðlu,TUR,MF,0,10,0,0,0,
651,Rémy Descamps,FRA,GK,0,0,0,0,0,
652,Mikkel Desler,DEN,DF,0,0.52,0.15,0,0,
653,Cyriel Dessers,NGA,FW,3,2.76,0.6,0.08,0.38,
654,Sergiño Dest,USA,DF,0,0.54,0.27,0,0,
655,Mattia Destro,ITA,FW,1,3.53,1.18,0.06,0.17,
656,Gerard Deulofeu,ESP,FW,2,3.26,0.89,0.05,0.17,
657,Kiernan Dewsbury-Hall,ENG,MF,2,0.88,0.23,0.13,0.5,
658,Samuel Di Carmine,ITA,FWMF,0,3.33,0,0,0,
659,Federico Di Francesco,ITA,FWMF,1,1.84,0.88,0.04,0.09,
660,Michele Di Gregorio,ITA,GK,0,0,0,0,0,
661,Giovanni Di Lorenzo,ITA,DF,1,0.77,0.19,0.06,0.25,
662,Ángel Di María,ARG,FW,3,2.5,0.88,0.12,0.33,
663,Boulaye Dia,SEN,FW,8,1.53,0.8,0.32,0.62,
664,Moussa Diaby,FRA,FW,7,2.23,1.3,0.17,0.29,
665,Mouctar Diakhaby,GUI,DF,2,0.55,0.23,0.29,0.67,
666,Bafodé Diakité,FRA,DF,0,0.57,0.15,0,0,
667,Ibrahim Diakité,GUI,DF,0,0.67,0.67,0,0,
668,Abdou Diallo,SEN,DFMF,1,0.83,0.21,0.25,1,
669,Baila Diallo,FRA,DF,0,0,0,0,0,
670,Habib Diallo,SEN,FW,10,2.22,0.99,0.24,0.53,
671,Ibrahima Diallo,FRA,MF,0,0.76,0,0,0,
672,Ismael Diallo,CIV,DF,0,0.12,0,0,0,
673,Mamady Diarra,MLI,MFDF,0,4.29,0,0,0,
674,Mouhamadou Diarra,SEN,MF,0,0.99,0.44,0,0,
675,Moussa Diarra,MLI,DF,0,0.09,0,0,0,
676,Stéphane Diarra,FRA,FW,1,1.76,0.77,0.06,0.14,
677,Youba Diarra,MLI,MF,0,0,0,0,0,
678,Rúben Dias,POR,DF,0,0.52,0.1,0,0,
679,Krépin Diatta,SEN,MFFW,2,2.08,0.81,0.06,0.17,
680,Mory Diaw,SEN,GK,0,0,0,0,0,
681,Brahim Díaz,ESP,MF,4,1.83,0.7,0.19,0.5,
682,Luis Díaz,COL,FW,3,2.35,1.03,0.19,0.43,
683,Justin Diehl,GER,FW,0,0,0,0,0,
684,Bamba Dieng,SEN,FWMF,1,5,2.27,0.09,0.2,
685,Bamba Dieng,SEN,FWMF,0,4,0,0,0,
686,Eric Dier,ENG,DF,2,0.66,0.19,0.14,0.5,
687,Florian Dietz,GER,FW,1,3.86,1.36,0.06,0.17,
688,Lucas Digne,FRA,DF,1,0.49,0.24,0.17,0.33,
689,Federico Dimarco,ITA,DF,3,1.9,0.55,0.1,0.33,
690,Stole Dimitrievski,MKD,GK,0,0,0,0,0,
691,Junior Dina Ebimbe,FRA,DFMF,2,1.84,0.57,0.13,0.4,
692,Tristan Dingomé,CMR,MF,0,2.73,0.91,0,0,
693,Eren Dinkçi,GER,FWMF,0,2,0,0,0,
694,Sinaly Diomande,CIV,DF,0,0.51,0,0,0,
695,Lois Diony,FRA,FW,1,2.04,0.41,0.1,0.5,
696,Issa Diop,FRA,DF,1,0.24,0.16,0.33,0.5,
697,Sofiane Diop,FRA,MFFW,1,1.82,0.61,0.06,0.17,
698,Sofiane Diop,FRA,MF,1,2.86,1.43,0.5,1,
699,Yehvann Diouf,FRA,GK,0,0,0,0,0,
700,Axel Disasi,FRA,DF,2,0.64,0.14,0.14,0.67,
701,Malcom Abdulai Ares Djalo,ESP,FW,0,10,0,0,0,
702,Tiago Djaló,POR,DF,2,0.62,0.16,0.17,0.67,
703,Djené,TOG,DF,0,0.18,0,0,0,
704,Moussa Djenepo,MLI,DFFW,0,0.47,0.31,0,0,
705,Koffi Djidji,CIV,DF,1,0.47,0.24,0.13,0.25,
706,Alexander Djiku,GHA,DF,1,0.55,0.1,0.09,0.5,
707,Berat Djimsiti,ALB,DF,0,0.29,0,0,0,
708,Moussa Djitte,SEN,FW,0,0,0,0,0,
709,Marko Dmitrovi?,SRB,GK,0,0,0,0,0,
710,Alan Do Marcolino,GAB,FW,0,0,0,0,0,
711,Ben Doak,SCO,FW,0,0,0,0,0,
712,Ritsu Doan,JPN,FWMF,2,2.18,0.97,0.06,0.13,
713,Dodô,BRA,DF,0,0.3,0.08,0,0,
714,Danilho Doekhi,NED,DF,4,0.46,0.46,0.8,0.8,
715,Matt Doherty,IRL,DFMF,1,1.35,0.27,0.1,0.5,
716,Josh Doig,SCO,DF,2,1.44,0.58,0.13,0.33,
717,Jeremy Doku,BEL,MFFW,0,1.49,0.64,0,0,
718,Kasper Dolberg,DEN,FW,0,0.91,0.45,0,0,
719,Kasper Dolberg,DEN,FWMF,0,1.25,0.42,0,0,
720,Carlos Dominguez,ESP,MF,0,0,0,0,0,
721,Nicolás Domínguez,ARG,MF,1,1.42,0.41,0.05,0.17,
722,John Donald,ESP,DF,0,0,0,0,0,
723,Giulio Donati,ITA,DF,0,0.42,0,0,0,
724,Kyliane Dong,FRA,DFMF,0,1.67,0,0,0,
725,Gianluigi Donnarumma,ITA,GK,0,0,0,0,0,
726,Niklas Dorsch,GER,MF,0,0,0,0,0,
727,Gabriel Dos Santos,BRA,DF,2,0.9,0.29,0.11,0.33,
728,Jodel Dossou,BEN,MFDF,1,2.07,1.03,0.17,0.33,
729,Lohann Doucet,FRA,MFFW,0,1.11,1.11,0,0,
730,Abdoulaye Doucouré,MLI,MF,0,1.14,0.29,0,0,
731,Cheick Doucouré,MLI,MF,0,1.26,0.27,0,0,
732,Ckene Doucouré,COM,FWMF,0,5,0,0,0,
733,Désiré Doué,FRA,MFFW,3,1.67,0.64,0.23,0.6,
734,Guela Doué,FRA,FW,0,0,0,0,0,
735,Ismaël Doukouré,FRA,DF,1,0.35,0.18,0.25,0.5,
736,Kamory Doumbia,MLI,MF,2,1.92,0.81,0.05,0.13,
737,Souleyman Doumbia,CIV,DFFW,0,0.24,0.12,0,0,
738,Flynn Downes,ENG,MF,0,0.59,0,0,0,
739,Bart?omiej Dr?gowski,POL,GK,0,0,0,0,0,
740,Cody Drameh,ENG,DF,0,0,0,0,0,
741,Dion Drena Beljo,CRO,FW,0,1.11,0.56,0,0,
742,Dominick Drexler,GER,MFFW,2,1.08,0.32,0.2,0.67,
743,Domingos Duarte,POR,DF,0,0.59,0.16,0,0,
744,Marvin Ducksch,GER,FW,4,2.7,1.35,0.08,0.16,
745,Ondrej Duda,SVK,MF,0,0.71,0,0,0,
746,Ondrej Duda,SVK,MF,0,1.56,0.39,0,0,
747,Shane Duffy,IRL,FWDF,0,0,0,0,0,
748,Rémy Dugimont,FRA,FWMF,0,3.33,0.83,0,0,
749,Denzel Dumfries,NED,DF,1,1.5,0.68,0.05,0.11,
750,Alfred Duncan,GHA,MF,0,0.33,0,0,0,
751,Lewis Dunk,ENG,DF,0,0.48,0.05,0,0,
752,Maxime Dupé,FRA,GK,0,0,0,0,0,
753,Jhon Durán,COL,FW,0,0,0,0,0,
754,Pablo Durán,ESP,MFDF,0,0,0,0,0,
755,Hugo Duro,ESP,FWMF,1,2.67,0.83,0.06,0.2,
756,Jean-Kevin Duverne,FRA,DF,0,0.13,0,0,0,
757,Paulo Dybala,ARG,MFFW,8,2.82,0.99,0.16,0.46,
758,Edin D?eko,BIH,FW,7,3.61,1.25,0.13,0.39,
759,Malcolm Ebiowei,ENG,MFFW,0,0,0,0,0,
760,Festy Ebosele,IRL,DF,0,4,2,0,0,
761,Enzo Ebosse,CMR,DF,0,0.3,0,0,0,
762,Tyronne Ebuehi,NGA,DF,1,1.1,0.22,0.1,0.5,
763,Ederson,BRA,GK,0,0,0,0,0,
764,Éderson,BRA,MFFW,1,1.75,0.42,0.05,0.2,
765,Odsonne Édouard,FRA,FWMF,3,2.07,0.83,0.12,0.3,
766,Samuel Edozie,ENG,FWMF,0,1.33,0.5,0,0,
767,Maximilian Eggestein,GER,MF,0,0.39,0.06,0,0,
768,Lilian Egloff,GER,MFFW,0,2.96,0,0,0,
769,Íñigo Eguaras,ESP,MF,1,0.71,0.29,0.2,0.5,
770,Kingsley Ehizibue,NED,DF,1,0.72,0.14,0.2,1,
771,Kingsley Ehizibue,NED,DF,0,1.43,1.43,0,0,
772,Chidera Ejuke,NGA,FWMF,0,2.39,0.57,0,0,
773,Albin Ekdal,SWE,MF,0,0.92,0.15,0,0,
774,Hugo Ekitike,FRA,FW,3,2.2,0.85,0.17,0.43,
775,Emmanuel Ekong,SWE,FWMF,0,5,0,0,0,
776,Anthony Elanga,SWE,FW,0,1.82,0.68,0,0,
777,Alberth Elis,HON,MFFW,0,0,0,0,0,
778,Mikael Ellertsson,ISL,MFDF,0,1.05,0,0,0,
779,Harvey Elliott,ENG,MFFW,1,1.67,0.48,0.05,0.17,
780,Elif Elmas,MKD,FWMF,5,1.74,0.76,0.25,0.57,
781,Mohamed Elneny,EGY,MF,0,0,0,0,0,
782,Aritz Elustondo,ESP,DF,0,0.53,0,0,0,
783,Nico Elvedi,SUI,DF,2,0.61,0.3,0.2,0.4,
784,Rodrigo Ely,BRA,DF,0,0.63,0.05,0,0,
785,Sepe Elye Wahi,FRA,FW,7,1.93,0.99,0.21,0.41,
786,Mohamed Elyounoussi,NOR,MFFW,0,1.79,0.45,0,0,
787,Adri Embarba,ESP,FWMF,1,2.53,0.92,0.05,0.13,
788,Adri Embarba,ESP,FW,0,5,0,0,0,
789,Breel Embolo,SUI,FW,12,1.99,0.99,0.35,0.71,
790,Emerson,BRA,DF,1,0.9,0.3,0.08,0.25,
791,Youssef En-Nesyri,MAR,FW,3,3.17,1.46,0.12,0.25,
792,Wataru Endo,JPN,MF,3,1.51,0.38,0.11,0.43,
793,Arne Engels,BEL,MF,0,0.85,0.21,0,0,
794,Christian Eriksen,DEN,MF,1,1.39,0.48,0.04,0.13,
795,Martin Erlic,CRO,DF,0,0.07,0,0,0,
796,Gonzalo Escalante,ARG,MF,0,0.97,0.16,0,0,
797,Gonzalo Escalante,ARG,MF,2,2.17,0.87,0.4,1,
798,Sergio Escudero,ESP,DF,0,1.41,0.47,0,0,
799,Alfonso Espino,URU,DF,0,0.56,0.05,0,0,
800,Bernardo Espinosa,COL,DF,0,0.64,0.32,0,0,
801,Salvatore Esposito,ITA,MF,0,0.48,0,0,0,
802,Maxime Estève,FRA,DF,0,0.27,0,0,0,
803,Pervis Estupiñán,ECU,DF,0,0.57,0,0,0,
804,Jonny Evans,NIR,DF,0,0.11,0.11,0,0,
805,Edu Expósito,ESP,MF,2,1.26,0.58,0.15,0.33,
806,Eberechi Eze,ENG,MFFW,3,2.27,0.58,0.08,0.3,
807,Nicolás Ezequiel Fernández,ARG,MFDF,0,0.29,0.29,0,0,
808,Abdessamad Ezzalzouli,MAR,FWMF,0,2.15,0.62,0,0,
809,?ukasz Fabia?ski,POL,GK,0,0,0,0,0,
810,Fabinho,BRA,MF,0,0.58,0.22,0,0,
811,Fábio,BRA,DFMF,0,1.2,0.8,0,0,
812,Noah Fadiga,SEN,DF,1,0.92,0.31,0.11,0.33,
813,Wout Faes,BEL,DF,0,0.25,0.06,0,0,
814,Wout Faes,BEL,DF,0,0,0,0,0,
815,Nicolò Fagioli,ITA,MF,2,0.95,0.63,0.33,0.5,
816,Ralf Fährmann,GER,GK,0,0,0,0,0,
817,Romain Faivre,FRA,FW,0,2.31,0.77,0,0,
818,Romain Faivre,FRA,MF,0,1.52,0.61,0,0,
